Building_Type,Variation_Type,Alternative_ID,LCA_Measure,Unit,A1_A3_Total,A4_A5_Total,B2_B4_B6_Total,C1_C4_Total,D_Total,A_to_C_Total,A_to_D_Total
Teaching_Building,Efficient_HVAC,6.4,Eutrophication Potential,kg N eq,2903.25,455.7000000000001,63840.0,374.85,161.3325,67573.8,67735.1325
Teaching_Building,Efficient_HVAC,6.4,Ozone Depletion Potential,kg CFC-11 eq,0.33957,0.01701525,0.8428,0.016905,-4.37325e-05,1.21629025,1.2162465175
Teaching_Building,Efficient_HVAC,6.4,Smog Potential,kg O3 eq,165375.0,180810.0,1108800.0,162067.5,-2061.675,1617052.5,1614990.825
Teaching_Building,Efficient_HVAC,6.4,Total Primary Energy,MJ,42630000.0,6945750.0,1086400000.0,8011500.0,13487250.0,1143987250.0,1157474500.0
Teaching_Building,Efficient_HVAC,6.4,Non-Renewable Energy,MJ,39690000.0,6835500.0,764400000.0,7901250.0,14442750.0,818826750.0,833269500.0
Teaching_Building,Efficient_HVAC,6.4,Fossil Fuel Consumption,MJ,39322500.0,6798750.0,744800000.0,7717500.0,14847000.0,798638750.0,813485750.0
